title	abstract	sha	pmcid
Can the concept of Health Promoting Schools help to improve students' health knowledge and practices to combat the challenge of communicable diseases: Case study in Hong Kong?	"BACKGROUND: The growing epidemics of emerging infectious diseases has raised the importance of a setting approach and include the Health Promoting School (HPS) framework to promote better health and hygiene. Built on the concept of 'the' HPS framework, the Hong Kong Healthy Schools Award scheme includes ""Personal Health Skills"" as one of its key aspects to improve student hygiene knowledge and practices. This study examines the differences in student perceptions, knowledge and health behaviours between those schools that have adopted the HPS framework and those that have not adopted. METHODS: A cross-sectional study using multi-stage random sampling was conducted among schools with awards (HSA) and those schools not involved in the award scheme nor adopting the concept of HPS (non-HPS). For HSA group, 5 primary schools and 7 secondary schools entered the study with 510 students and 789 students sampled respectively. For the 'Non-HPS' group, 8 primary schools and 7 secondary schools entered the study with 676 students and 725 students sampled respectively. A self-administered questionnaire was used as the measuring instrument. RESULTS: Students in the HSA category were found to be better with statistical significance in personal hygiene practice, knowledge on health and hygiene, as well as access to health information. HSA schools were reported to have better school health policy, higher degrees of community participation, and better hygienic environment. CONCLUSION: Students in schools that had adopted the HPS framework had a more positive health behaviour profile than those in non-HPS schools. Although a causal relationship is yet to be established, the HPS appears to be a viable approach for addressing communicable diseases."	eb4b8f43f68db5e493984b7e4e56d9f804d7e885	PMC2258284
Hotspot Hunter: a computational system for large-scale screening and selection of candidate immunological hotspots in pathogen proteomes	BACKGROUND: T-cell epitopes that promiscuously bind to multiple alleles of a human leukocyte antigen (HLA) supertype are prime targets for development of vaccines and immunotherapies because they are relevant to a large proportion of the human population. The presence of clusters of promiscuous T-cell epitopes, immunological hotspots, has been observed in several antigens. These clusters may be exploited to facilitate the development of epitope-based vaccines by selecting a small number of hotspots that can elicit all of the required T-cell activation functions. Given the large size of pathogen proteomes, including of variant strains, computational tools are necessary for automated screening and selection of immunological hotspots. RESULTS: Hotspot Hunter is a web-based computational system for large-scale screening and selection of candidate immunological hotspots in pathogen proteomes through analysis of antigenic diversity. It allows screening and selection of hotspots specific to four common HLA supertypes, namely HLA class I A2, A3, B7 and class II DR. The system uses Artificial Neural Network and Support Vector Machine methods as predictive engines. Soft computing principles were employed to integrate the prediction results produced by both methods for robust prediction performance. Experimental validation of the predictions showed that Hotspot Hunter can successfully identify majority of the real hotspots. Users can predict hotspots from a single protein sequence, or from a set of aligned protein sequences representing pathogen proteome. The latter feature provides a global view of the localizations of the hotspots in the proteome set, enabling analysis of antigenic diversity and shift of hotspots across protein variants. The system also allows the integration of prediction results of the four supertypes for identification of hotspots common across multiple supertypes. The target selection feature of the system shortlists candidate peptide hotspots for the formulation of an epitope-based vaccine that could be effective against multiple variants of the pathogen and applicable to a large proportion of the human population. CONCLUSION: Hotspot Hunter is publicly accessible at . It is a new generation computational tool aiding in epitope-based vaccine design.	d77dcb77a4a620fd1de81f309bff0e04e2578272	PMC2259420
Comparative phyloinformatics of virus genes at micro and macro levels in a distributed computing environment	BACKGROUND: Preparedness for a possible global pandemic caused by viruses such as the highly pathogenic influenza A subtype H5N1 has become a global priority. In particular, it is critical to monitor the appearance of any new emerging subtypes. Comparative phyloinformatics can be used to monitor, analyze, and possibly predict the evolution of viruses. However, in order to utilize the full functionality of available analysis packages for large-scale phyloinformatics studies, a team of computer scientists, biostatisticians and virologists is needed – a requirement which cannot be fulfilled in many cases. Furthermore, the time complexities of many algorithms involved leads to prohibitive runtimes on sequential computer platforms. This has so far hindered the use of comparative phyloinformatics as a commonly applied tool in this area. RESULTS: In this paper the graphical-oriented workflow design system called Quascade and its efficient usage for comparative phyloinformatics are presented. In particular, we focus on how this task can be effectively performed in a distributed computing environment. As a proof of concept, the designed workflows are used for the phylogenetic analysis of neuraminidase of H5N1 isolates (micro level) and influenza viruses (macro level). The results of this paper are hence twofold. Firstly, this paper demonstrates the usefulness of a graphical user interface system to design and execute complex distributed workflows for large-scale phyloinformatics studies of virus genes. Secondly, the analysis of neuraminidase on different levels of complexity provides valuable insights of this virus's tendency for geographical based clustering in the phylogenetic tree and also shows the importance of glycan sites in its molecular evolution. CONCLUSION: The current study demonstrates the efficiency and utility of workflow systems providing a biologist friendly approach to complex biological dataset analysis using high performance computing. In particular, the utility of the platform Quascade for deploying distributed and parallelized versions of a variety of computationally intensive phylogenetic algorithms has been shown. Secondly, the analysis of the utilized H5N1 neuraminidase datasets at macro and micro levels has clearly indicated a pattern of spatial clustering of the H5N1 viral isolates based on geographical distribution rather than temporal or host range based clustering.	111968f7fb102882c193488965e41d5d0f0103dc	PMC2259424
Universal primers that amplify RNA from all three flavivirus subgroups	BACKGROUND: Species within the Flavivirus genus pose public health problems around the world. Increasing cases of Dengue and Japanese encephalitis virus in Asia, frequent outbreaks of Yellow fever virus in Africa and South America, and the ongoing spread of West Nile virus throughout the Americas, show the geographical burden of flavivirus diseases. Flavivirus infections are often indistinct from and confused with other febrile illnesses. Here we review the specificity of published primers, and describe a new universal primer pair that can detect a wide range of flaviviruses, including viruses from each of the recognised subgroups. RESULTS: Bioinformatic analysis of 257 published full-length Flavivirus genomes revealed conserved regions not previously targeted by primers. Two degenerate primers, Flav100F and Flav200R were designed from these regions and used to generate an 800 base pair cDNA product. The region amplified encoded part of the methyltransferase and most of the RNA-dependent-RNA-polymerase (NS5) coding sequence. One-step RT-PCR testing was successful using standard conditions with RNA from over 60 different flavivirus strains representing about 50 species. The cDNA from each virus isolate was sequenced then used in phylogenetic analyses and database searches to confirm the identity of the template RNA. CONCLUSION: Comprehensive testing has revealed the broad specificity of these primers. We briefly discuss the advantages and uses of these universal primers.	db5b99eac0c11848467c40af5744442e0b869870	PMC2263041
Amino Acid Similarity Accounts for T Cell Cross-Reactivity and for “Holes” in the T Cell Repertoire	BACKGROUND: Cytotoxic T cell (CTL) cross-reactivity is believed to play a pivotal role in generating immune responses but the extent and mechanisms of CTL cross-reactivity remain largely unknown. Several studies suggest that CTL clones can recognize highly diverse peptides, some sharing no obvious sequence identity. The emerging realization in the field is that T cell receptors (TcR) recognize multiple distinct ligands. PRINCIPAL FINDINGS: First, we analyzed peptide scans of the HIV epitope SLFNTVATL (SFL9) and found that TCR specificity is position dependent and that biochemically similar amino acid substitutions do not drastically affect recognition. Inspired by this, we developed a general model of TCR peptide recognition using amino acid similarity matrices and found that such a model was able to predict the cross-reactivity of a diverse set of CTL epitopes. With this model, we were able to demonstrate that seemingly distinct T cell epitopes, i.e., ones with low sequence identity, are in fact more biochemically similar than expected. Additionally, an analysis of HIV immunogenicity data with our model showed that CTLs have the tendency to respond mostly to peptides that do not resemble self-antigens. CONCLUSIONS: T cell cross-reactivity can thus, to an extent greater than earlier appreciated, be explained by amino acid similarity. The results presented in this paper will help resolving some of the long-lasting discussions in the field of T cell cross-reactivity.	aae7699e079d2964df8078931cd0f94d4b1423d9	PMC2263130
The cost of community-managed viral respiratory illnesses in a cohort of healthy preschool-aged children	BACKGROUND: Acute respiratory illnesses (ARIs) during childhood are often caused by respiratory viruses, result in significant morbidity, and have associated costs for families and society. Despite their ubiquity, there is a lack of interdisciplinary epidemiologic and economic research that has collected primary impact data, particularly associated with indirect costs, from families during ARIs in children. METHODS: We conducted a 12-month cohort study in 234 preschool children with impact diary recording and PCR testing of nose-throat swabs for viruses during an ARI. We used applied values to estimate a virus-specific mean cost of ARIs. RESULTS: Impact diaries were available for 72% (523/725) of community-managed illnesses between January 2003 and January 2004. The mean cost of ARIs was AU$309 (95% confidence interval $263 to $354). Influenza illnesses had a mean cost of $904, compared with RSV, $304, the next most expensive single-virus illness, although confidence intervals overlapped. Mean carer time away from usual activity per day was two hours for influenza ARIs and between 30 and 45 minutes for all other ARI categories. CONCLUSION: From a societal perspective, community-managed ARIs are a significant cost burden on families and society. The point estimate of the mean cost of community-managed influenza illnesses in healthy preschool aged children is three times greater than those illnesses caused by RSV and other respiratory viruses. Indirect costs, particularly carer time away from usual activity, are the key cost drivers for ARIs in children. The use of parent-collected specimens may enhance ARI surveillance and reduce any potential Hawthorne effect caused by compliance with study procedures. These findings reinforce the need for further integrated epidemiologic and economic research of ARIs in children to allow for comprehensive cost-effectiveness assessments of preventive and therapeutic options.	15372a2da42ddcb56ac4edc88090a6a425c5fad0	PMC2266731
Validity of the Common Cold Questionnaire (CCQ) in Asthma Exacerbations	BACKGROUND: The common cold questionnaire (CCQ) is used to discriminate those with and without a viral infection. Its usefulness in people with acute asthma is unknown. Our aim was to assess the ability of the CCQ to detect viral infection and to monitor recovery during a viral induced asthma exacerbation and confirmed by virological testing. METHODOLOGY/PRINCIPAL FINDINGS: We studied subjects (≥7 yrs) admitted to hospital with acute asthma and diagnosed as positive (n = 63), or negative to viral infection (n = 27) according to molecular and virological testing from respiratory samples. CCQ, asthma history and asthma control questionnaires were completed and repeated 4–6 weeks later. Sensitivity, specificity, and response to change of the CCQ were assessed by receiver operator curve (ROC) analysis and effect size calculation respectively. The CCQ did not discriminate between viral and non-viral infection for subjects with asthma (sensitivity = 76.2%; specificity = 29.6%). ROC analysis could not differentiate between positive or negative virus in subjects with asthma. The CCQ had a large response to change following recovery (effect size = 1.01). 39% of subjects recovering from viral exacerbation remained positive to virological testing at follow-up despite improvement in clinical symptoms. The CCQ reflected clinical improvement in these subjects, thus providing additional information to complement virological testing. CONCLUSIONS/SIGNIFICANCE: The CCQ is a useful instrument for monitoring response to viral infection in people with asthma. Reliable differentiation between viral and non-viral asthma exacerbations was not achieved with the CCQ and requires specific virological testing. When combined with virological testing, the CCQ should be a useful outcome measure for evaluating therapies in viral-induced asthma.	ab54f13666ed771c15684d73ff6bcc7c92b8ae05	PMC2266793
A Virus-Encoded Cell–Cell Fusion Machine Dependent on Surrogate Adhesins	The reovirus fusion-associated small transmembrane (FAST) proteins function as virus-encoded cellular fusogens, mediating efficient cell–cell rather than virus–cell membrane fusion. With ectodomains of only ∼20–40 residues, it is unclear how such diminutive viral fusion proteins mediate the initial stages (i.e. membrane contact and close membrane apposition) of the fusion reaction that precede actual membrane merger. We now show that the FAST proteins lack specific receptor-binding activity, and in their natural biological context of promoting cell–cell fusion, rely on cadherins to promote close membrane apposition. The FAST proteins, however, are not specifically reliant on cadherin engagement to mediate membrane apposition as indicated by their ability to efficiently utilize other adhesins in the fusion reaction. Results further indicate that surrogate adhesion proteins that bridge membranes as close as 13 nm apart enhance FAST protein-induced cell–cell fusion, but active actin remodelling is required for maximal fusion activity. The FAST proteins are the first example of membrane fusion proteins that have specifically evolved to function as opportunistic fusogens, designed to exploit and convert naturally occurring adhesion sites into fusion sites. The capacity of surrogate, non-cognate adhesins and active actin remodelling to enhance the cell–cell fusion activity of the FAST proteins are features perfectly suited to the structural and functional evolution of these fusogens as the minimal fusion component of a virus-encoded cellular fusion machine. These results also provide a basis for reconciling the rudimentary structure of the FAST proteins with their capacity to fuse cellular membranes.	e6f54fcf3460165fb558903e975a526bc98e4eba	PMC2267009
Membrane interaction and structure of the transmembrane domain of influenza hemagglutinin and its fusion peptide complex	BACKGROUND: To study the organization and interaction with the fusion domain (or fusion peptide, FP) of the transmembrane domain (TMD) of influenza virus envelope glycoprotein for its role in membrane fusion which is also essential in the cellular trafficking of biomolecules and sperm-egg fusion. RESULTS: The fluorescence and gel electrophoresis experiments revealed a tight self-assembly of TMD in the model membrane. A weak but non-random interaction between TMD and FP in the membrane was found. In the complex, the central TMD oligomer was packed by FP in an antiparallel fashion. FP insertion into the membrane was altered by binding to TMD. An infrared study exhibited an enhanced membrane perturbation by the complex formation. A model was built to illustrate the role of TMD in the late stages of influenza virus-mediated membrane fusion reaction. CONCLUSION: The TMD oligomer anchors the fusion protein in the membrane with minimal destabilization to the membrane. Upon associating with FP, the complex exerts a synergistic effect on the membrane perturbation. This effect is likely to contribute to the complete membrane fusion during the late phase of fusion protein-induced fusion cascade. The results presented in the work characterize the nature of the interaction of TMD with the membrane and TMD in a complex with FP in the steps leading to pore initiation and dilation during virus-induced fusion. Our data and proposed fusion model highlight the key role of TMD-FP interaction and have implications on the fusion reaction mediated by other type I viral fusion proteins. Understanding the molecular mechanism of membrane fusion may assist in the design of anti-viral drugs.	3f7c34653f6fcd0675f13b47461b74cd0f0a51fd	PMC2267159
A Sabin 1 poliovirus-based vaccine vector transfects Vero cells with high efficiency	Over the past 40 years, live oral poliovirus (PV) vaccines have contributed to the eradication of wild PV in most countries. These live vaccine strains have a high safety record and can stimulate both cellular and humoral immune responses. As both of these factors are critical characteristics of a good vaccine, we aimed to modify the oral PV vaccines to create a powerful vaccine vector for extraneous antigen expression. In this study, we amplified three separate fragments from the Sabin 1 virus genome by RT-PCR and cloned them into the pGEM-TEasy vector. A cassette containing engineered protease cleavage sites and a polylinker was introduced into one of these fragments (f1) in front of the translation start site. This construction facilitated the insertion of foreign genes into the vector and the subsequent release of their co-translated antigens after digestion by endogenous protease. We also placed a ribozyme (Rz) sequence between the T7 promoter and viral genomic DNA so that in vitro transcription and Rz cleavage recreated the authentic 5′ end of the PV genome RNA. Poly(A)(40) tails were added to the 3′ end of the genome to stabilize the transcribed RNA. The three PV genome fragments and their derivatives were cloned into various types of vectors that were transfected into Vero cells. Virus rescue experiments demonstrated that both the Rz and poly(A)(40 )elements were required for high transfection efficiency of the vector-derived RNAs.	2c3d72e2a38c567380c7c3a9745da2168c47e6ab	PMC2267503
Distinguishing Molecular Features and Clinical Characteristics of a Putative New Rhinovirus Species, Human Rhinovirus C (HRV C)	BACKGROUND: Human rhinoviruses (HRVs) are the most frequently detected pathogens in acute respiratory tract infections (ARTIs) and yet little is known about the prevalence, recurrence, structure and clinical impact of individual members. During 2007, the complete coding sequences of six previously unknown and highly divergent HRV strains were reported. To catalogue the molecular and clinical features distinguishing the divergent HRV strains, we undertook, for the first time, in silico analyses of all available polyprotein sequences and performed retrospective reviews of the medical records of cases in which variants of the prototype strain, HRV-QPM, had been detected. METHODOLOGY/PRINCIPLE FINDINGS: Genomic analyses revealed that the six divergent strains, residing within a clade we previously called HRV A2, had the shortest polyprotein of all picornaviruses investigated. Structure-based amino acid alignments identified conserved motifs shared among members of the genus Rhinovirus as well as substantive deletions and insertions unique to the divergent strains. Deletions mostly affected regions encoding proteins traditionally involved in antigenicity and serving as HRV and HEV receptor footprints. Because the HRV A2 strains cannot yet be cultured, we created homology models of predicted HRV-QPM structural proteins. In silico comparisons confirmed that HRV-QPM was most closely related to the major group HRVs. HRV-QPM was most frequently detected in infants with expiratory wheezing or persistent cough who had been admitted to hospital and required supplemental oxygen. It was the only virus detected in 65% of positive individuals. These observations contributed to an objective clinical impact ranging from mild to severe. CONCLUSIONS: The divergent strains did not meet classification requirements for any existing species of the genus Rhinovirus or Enterovirus. HRV A2 strains should be partitioned into at least one new species, putatively called Human rhinovirus C, populated by members detected with high frequency, from individuals with respiratory symptoms requiring hospital admission.	00acd3fd31ed0cde8df286697caefc5298e54df1	PMC2268738
Social Contacts and Mixing Patterns Relevant to the Spread of Infectious Diseases	BACKGROUND: Mathematical modelling of infectious diseases transmitted by the respiratory or close-contact route (e.g., pandemic influenza) is increasingly being used to determine the impact of possible interventions. Although mixing patterns are known to be crucial determinants for model outcome, researchers often rely on a priori contact assumptions with little or no empirical basis. We conducted a population-based prospective survey of mixing patterns in eight European countries using a common paper-diary methodology. METHODS AND FINDINGS: 7,290 participants recorded characteristics of 97,904 contacts with different individuals during one day, including age, sex, location, duration, frequency, and occurrence of physical contact. We found that mixing patterns and contact characteristics were remarkably similar across different European countries. Contact patterns were highly assortative with age: schoolchildren and young adults in particular tended to mix with people of the same age. Contacts lasting at least one hour or occurring on a daily basis mostly involved physical contact, while short duration and infrequent contacts tended to be nonphysical. Contacts at home, school, or leisure were more likely to be physical than contacts at the workplace or while travelling. Preliminary modelling indicates that 5- to 19-year-olds are expected to suffer the highest incidence during the initial epidemic phase of an emerging infection transmitted through social contacts measured here when the population is completely susceptible. CONCLUSIONS: To our knowledge, our study provides the first large-scale quantitative approach to contact patterns relevant for infections transmitted by the respiratory or close-contact route, and the results should lead to improved parameterisation of mathematical models used to design control strategies.	566b5c62fc77292ebe09295d59e7fbf6fc914260	PMC2270306
Towards a Coronavirus-Based HIV Multigene Vaccine	Human immunodeficiency virus (HIV) infection represents one of the major health threats in the developing world. The costly treatment of infected individuals with multiple highly efficient anti-HIV drugs is only affordable in industrialized countries. Thus, an efficient vaccination strategy is required to prevent the further spread of the infection. The molecular biology of coronaviruses and particular features of the human coronavirus 229E (HCoV 229E) indicate that HCoV 229E-based vaccine vectors can become a new class of highly efficient vaccines. First, the receptor of HCoV 229E, human aminopeptidase N (hAPN or CD13) is expressed mainly on human dendritic cells (DCs) and macrophages indicating that targeting of HCoV 229E-based vectors to professional antigen presenting cells can be achieved by receptor-mediated transduction. Second, HCoV 229E structural genes can be replaced by multiple transcriptional units encoding various antigens. These virus-like particles (VLPs) containing HCoV 229E-based vector RNA have the ability to transduce human DCs and to mediate heterologous gene expression in these cells. Finally, coronavirus infections are associated with mainly respiratory and enteric diseases, and natural transmission of coronaviruses occurs via mucosal surfaces. In humans, HCoV 229E causes common cold by infecting the upper respiratory tract. HCoV 229E infections are mainly encountered in children and re-infection occurs frequently in adults. It is thus most likely that pre-existing immunity against HCoV 229E will not significantly impact on the vaccination efficiency if HCoV 229E-based vectors are used in humans.	808dfc4c59f3e2e9150aa5542ea227718741388b	PMC2270750
Identification of a contemporary human parechovirus type 1 by VIDISCA and characterisation of its full genome	BACKGROUND: Enteritis is caused by a spectrum of viruses that is most likely not fully characterised. When testing stool samples by cell culture, virus isolates are sometimes obtained which cannot be typed by current methods. In this study we used VIDISCA, a virus identification method which has not yet been widely applied, on such an untyped virus isolate. RESULTS: We found a human parechovirus (HPeV) type 1 (strain designation: BNI-788st). Because genomes of contemporary HPeV1 were not available, we determined its complete genome sequence. We found that the novel strain was likely the result of recombination between structural protein genes of an ancestor of contemporary HPeV1 strains and nonstructural protein genes from an unknown ancestor, most closely related to HPeV3. In contrast to the non-structural protein genes of other HPeV prototype strains, the non-structural protein genes of BNI-788st and HPeV3 prototype strains did not co-segregate in bootscan analysis with that of other prototype strains. CONCLUSION: HPeV3 nonstructural protein genes may form a distinct element in a pool of circulating HPeV non-structural protein genes. More research into the complex HPeV evolution is required to connect virus ecology with disease patterns in humans.	5e2457559eab2f9b131de9084d5dfc66bd875aee	PMC2270820
Genomic organization, sequence divergence, and recombination of feline immunodeficiency virus from lions in the wild	BACKGROUND: Feline immunodeficiency virus (FIV) naturally infects multiple species of cat and is related to human immunodeficiency virus in humans. FIV infection causes AIDS-like disease and mortality in the domestic cat (Felis catus) and serves as a natural model for HIV infection in humans. In African lions (Panthera leo) and other exotic felid species, disease etiology introduced by FIV infection are less clear, but recent studies indicate that FIV causes moderate to severe CD4 depletion. RESULTS: In this study, comparative genomic methods are used to evaluate the full proviral genome of two geographically distinct FIV subtypes isolated from free-ranging lions. Genome organization of FIV(Ple )subtype B (9891 bp) from lions in the Serengeti National Park in Tanzania and FIV(Ple )subtype E (9899 bp) isolated from lions in the Okavango Delta in Botswana, both resemble FIV genome sequence from puma, Pallas cat and domestic cat across 5' LTR, gag, pol, vif, orfA, env, rev and 3'LTR regions. Comparative analyses of available full-length FIV consisting of subtypes A, B and C from FIV(Fca), Pallas cat FIV(Oma )and two puma FIV(Pco )subtypes A and B recapitulate the species-specific monophyly of FIV marked by high levels of genetic diversity both within and between species. Across all FIV(Ple )gene regions except env, lion subtypes B and E are monophyletic, and marginally more similar to Pallas cat FIV(Oma )than to other FIV. Sequence analyses indicate the SU and TM regions of env vary substantially between subtypes, with FIV(Ple )subtype E more related to domestic cat FIV(Fca )than to FIV(Ple) subtype B and FIV(Oma )likely reflecting recombination between strains in the wild. CONCLUSION: This study demonstrates the necessity of whole-genome analysis to complement population/gene-based studies, which are of limited utility in uncovering complex events such as recombination that may lead to functional differences in virulence and pathogenicity. These full-length lion lentiviruses are integral to the advancement of comparative genomics of human pathogens, as well as emerging disease in wild populations of endangered species.	eb4e468f68974db552de7a9f4e41d95607b0c461	PMC2270836
Epithelial Cell Apoptosis and Neutrophil Recruitment in Acute Lung Injury—A Unifying Hypothesis? What We Have Learned from Small Interfering RNAs	In spite of protective ventilatory strategies, Acute Lung Injury (ALI) remains associated with high morbidity and mortality. One reason for the lack of therapeutic options might be that ALI is a co-morbid event associated with a diverse family of diseases and, thus, may be the result of distinct pathological processes. Among them, activated neutrophil- (PMN-) induced tissue injury and epithelial cell apoptosis mediated lung damage represent two potentially important candidate pathomechanisms that have been put forward. Several approaches have been undertaken to test these hypotheses, with substantial success in the treatment of experimental forms of ALI. With this in mind, we will summarize these two current hypotheses of ALI briefly, emphasizing the role of apoptosis in regulating PMN and/or lung epithelial cell responses. In addition, the contribution that Fas-mediated inflammation may play as a potential biological link between lung cell apoptosis and PMN recruitment will be considered, as well as the in vivo application of small interfering RNA (siRNA) as a novel approach to the inhibition of ALI and its therapeutic implications.	9cf43ad7346d9099015ee0545e0b3498c10213b4	PMC2274893
Epigrass: a tool to study disease spread in complex networks	BACKGROUND: The construction of complex spatial simulation models such as those used in network epidemiology, is a daunting task due to the large amount of data involved in their parameterization. Such data, which frequently resides on large geo-referenced databases, has to be processed and assigned to the various components of the model. All this just to construct the model, then it still has to be simulated and analyzed under different epidemiological scenarios. This workflow can only be achieved efficiently by computational tools that can automate most, if not all, these time-consuming tasks. In this paper, we present a simulation software, Epigrass, aimed to help designing and simulating network-epidemic models with any kind of node behavior. RESULTS: A Network epidemiological model representing the spread of a directly transmitted disease through a bus-transportation network connecting mid-size cities in Brazil. Results show that the topological context of the starting point of the epidemic is of great importance from both control and preventive perspectives. CONCLUSION: Epigrass is shown to facilitate greatly the construction, simulation and analysis of complex network models. The output of model results in standard GIS file formats facilitate the post-processing and analysis of results by means of sophisticated GIS software.	aa34a2ba35c3daf0b882dfa8b96e65aa251b5ea8	PMC2275240
Autoimmune Cholangitis in the SJL/J Mouse is Antigen Non-specific	Primary biliary cirrhosis (PBC) is an autoimmune disease characterized by intrahepatic bile duct destruction and the production of anti-mitochondrial antibodies (AMA). The absence of an animal model has been a striking impedance in defining the molecular basis of disease. Previous work has suggested that SJL/J mice immunize with the pyruvate dehydrogenase complex (PDC-E2), the major mitochondrial autoantigen of PBC, leads to the development of lymphoid cell infiltration in portal tracts and a model system coined autoimmune cholangitis. We hypothesized that this pathology would be augmented if immunization occurred in the presence of IFN-γ injections. Accordingly, SJL/J mice were immunized with PDC-E2 and, for purpose of control, α-casein. Subgroups of mice were also treated with exogenous IFN-γ. As expected, mice immunized with PDC-E2, with or without IFN-γ, developed high titer AMAs. In contrast, mice immunized with α-casein, develop antinuclear antibodies. More importantly, the livers from mice immunized with PDC-E2 and/or those immunized with α-casein all displayed lymphoid cell infiltration to the portal tracts, irrespective of bile duct size. Indeed, there was no significant difference between the experimental and the control groups by histologic analysis. Thus, autoimmune cholangitis in these mice is antigen non-specific.	66f425e847bc112e32f81cac4c2c57b1b6d0f284	PMC2276095
The Search for a Practical Approach to Emerging Diseases: The Case of Severe Acute Respiratory Syndrome (SARS)	The plague, which the Board of Health had feared might enter with the German troops into the Milanese, had entered it indeed, as is well known; and it is likewise well known, that it paused not here, but invaded and ravaged a great part of Italy. (A. Manzoni, The Bethrothed, 1826)	060201d43460ac305a26ac4b0acca66cd41c151a	PMC2276106
La Crosse virus infectivity, pathogenesis, and immunogenicity in mice and monkeys	BACKGROUND: La Crosse virus (LACV), family Bunyaviridae, was first identified as a human pathogen in 1960 after its isolation from a 4 year-old girl with fatal encephalitis in La Crosse, Wisconsin. LACV is a major cause of pediatric encephalitis in North America and infects up to 300,000 persons each year of which 70–130 result in severe disease of the central nervous system (CNS). As an initial step in the establishment of useful animal models to support vaccine development, we examined LACV infectivity, pathogenesis, and immunogenicity in both weanling mice and rhesus monkeys. RESULTS: Following intraperitoneal inoculation of mice, LACV replicated in various organs before reaching the CNS where it replicates to high titer causing death from neurological disease. The peripheral site where LACV replicates to highest titer is the nasal turbinates, and, presumably, LACV can enter the CNS via the olfactory neurons from nasal olfactory epithelium. The mouse infectious dose(50 )and lethal dose(50 )was similar for LACV administered either intranasally or intraperitoneally. LACV was highly infectious for rhesus monkeys and infected 100% of the animals at 10 PFU. However, the infection was asymptomatic, and the monkeys developed a strong neutralizing antibody response. CONCLUSION: In mice, LACV likely gains access to the CNS via the blood stream or via olfactory neurons. The ability to efficiently infect mice intranasally raises the possibility that LACV might use this route to infect its natural hosts. Rhesus monkeys are susceptible to LACV infection and develop strong neutralizing antibody responses after inoculation with as little as 10 PFU. Mice and rhesus monkeys are useful animal models for LACV vaccine immunologic testing although the rhesus monkey model is not optimal.	050e73f86cfa4ab3f3fc84b0cb55ac779fb9abc2	PMC2276200
Transmission Pathways of Foot-and-Mouth Disease Virus in the United Kingdom in 2007	Foot-and-mouth disease (FMD) virus causes an acute vesicular disease of domesticated and wild ruminants and pigs. Identifying sources of FMD outbreaks is often confounded by incomplete epidemiological evidence and the numerous routes by which virus can spread (movements of infected animals or their products, contaminated persons, objects, and aerosols). Here, we show that the outbreaks of FMD in the United Kingdom in August 2007 were caused by a derivative of FMDV O(1) BFS 1860, a virus strain handled at two FMD laboratories located on a single site at Pirbright in Surrey. Genetic analysis of complete viral genomes generated in real-time reveals a probable chain of transmission events, predicting undisclosed infected premises, and connecting the second cluster of outbreaks in September to those in August. Complete genome sequence analysis of FMD viruses conducted in real-time have identified the initial and intermediate sources of these outbreaks and demonstrate the value of such techniques in providing information useful to contemporary disease control programmes.	3370214f4f7242b2a6ef23df718ef0f8b863a04c	PMC2277462
Proteomics computational analyses suggest that baculovirus GP64 superfamily proteins are class III penetrenes	BACKGROUND: Members of the Baculoviridae encode two types of proteins that mediate virus:cell membrane fusion and penetration into the host cell. Alignments of primary amino acid sequences indicate that baculovirus fusion proteins of group I nucleopolyhedroviruses (NPV) form the GP64 superfamily. The structure of these viral penetrenes has not been determined. The GP64 superfamily includes the glycoprotein (GP) encoded by members of the Thogotovirus genus of the Orthomyxoviridae. The entry proteins of other baculoviruses, group II NPV and granuloviruses, are class I penetrenes. RESULTS: Class III penetrenes encoded by members of the Rhabdoviridae and Herpesviridae have an internal fusion domain comprised of beta sheets, other beta sheet domains, an extended alpha helical domain, a membrane proximal stem domain and a carboxyl terminal anchor. Similar sequences and structural/functional motifs that characterize class III penetrenes are located collinearly in GP64 of group I baculoviruses and related glycoproteins encoded by thogotoviruses. Structural models based on a prototypic class III penetrene, vesicular stomatitis virus glycoprotein (VSV G), were established for Thogoto virus (THOV) GP and Autographa california multiple NPV (AcMNPV) GP64 demonstrating feasible cysteine linkages. Glycosylation sites in THOV GP and AcMNPV GP64 appear in similar model locations to the two glycosylation sites of VSV G. CONCLUSION: These results suggest that proteins in the GP64 superfamily are class III penetrenes.	330c656592e9917ebc7c9c1703ddaa3d9df809bf	PMC2288602
